Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
8ef044b2bd7c049f12fd161414cce2e9061bcf3618aafbd7b76ea62a740f492a,2024-12,North Yorkshire Police,North Yorkshire Police,-1.060562,53.965686,On or near First Avenue,E01013380,York 008B,Unable to prosecute suspect
f347e6a016e4341924c106ff83bcfaa2abb1571f6996383160e9b302b9ef2f1f,2024-12,North Yorkshire Police,North Yorkshire Police,-1.541344,53.993226,On or near Cambridge Road,E01027678,Harrogate 015E,Further investigation is not in the public interest
36d4c1da5f5a00ccf03f82041be069bd7dd12caf6939107a30f20c0902a8c418,2024-12,North Yorkshire Police,North Yorkshire Police,-1.442472,54.371775,On or near Scotpit Lane,E01027590,Hambleton 003A,Unable to prosecute suspect
36d4c1da5f5a00ccf03f82041be069bd7dd12caf6939107a30f20c0902a8c418,2024-12,North Yorkshire Police,North Yorkshire Police,-1.442472,54.371775,On or near Scotpit Lane,E01027590,Hambleton 003A,Unable to prosecute suspect
36d4c1da5f5a00ccf03f82041be069bd7dd12caf6939107a30f20c0902a8c418,2024-12,North Yorkshire Police,North Yorkshire Police,-1.442472,54.371775,On or near Scotpit Lane,E01027590,Hambleton 003A,Unable to prosecute suspect
5f836f9b4224958abeaf4fb15f482ed61967d90fb8b81271ee11abbe0d435099,2024-12,North Yorkshire Police,North Yorkshire Police,-1.443179,53.999938,On or near Shopping Area,E01027671,Harrogate 012B,Unable to prosecute suspect
5f836f9b4224958abeaf4fb15f482ed61967d90fb8b81271ee11abbe0d435099,2024-12,North Yorkshire Police,North Yorkshire Police,-1.443179,53.999938,On or near Shopping Area,E01027671,Harrogate 012B,Unable to prosecute suspect
5f836f9b4224958abeaf4fb15f482ed61967d90fb8b81271ee11abbe0d435099,2024-12,North Yorkshire Police,North Yorkshire Police,-1.443179,53.999938,On or near Shopping Area,E01027671,Harrogate 012B,Unable to prosecute suspect
166277db1ef566f1b18ae0ee345edf1411e2f620263c7714fd0957e64fde0322,2024-12,North Yorkshire Police,North Yorkshire Police,-0.970549,53.954559,On or near Parking Area,E01013351,York 020A,Unable to prosecute suspect
d2034e07444a1e2706f97544f5028beabb9be788dbc0b53d8160f8921c4532d7,2024-12,North Yorkshire Police,North Yorkshire Police,-0.411428,54.279497,On or near Roscoe Street,E01027812,Scarborough 008C,Suspect charged
1135c69b8c2e853e7518b45b2581a784c7febd22112ce981f1b92da34dd2595c,2024-12,North Yorkshire Police,North Yorkshire Police,-0.425574,54.289872,On or near ,E01027874,Scarborough 007D,Further investigation is not in the public interest
1135c69b8c2e853e7518b45b2581a784c7febd22112ce981f1b92da34dd2595c,2024-12,North Yorkshire Police,North Yorkshire Police,-0.425574,54.289872,On or near ,E01027874,Scarborough 007D,Further investigation is not in the public interest
c2d0d5e9700fc84de12292fafd4da539374afd347b934e8fb66f1e4ca75e084f,2024-12,North Yorkshire Police,North Yorkshire Police,-1.751662,53.914203,On or near Hill Top,E01010769,Bradford 003C,Further investigation is not in the public interest
af4334eff5facd0ee67058ae5dcaeb277ccb630233650b5deae3b882394db4a1,2024-12,North Yorkshire Police,North Yorkshire Police,-1.342093,54.298652,On or near Back Lane,E01027637,Hambleton 008E,Unable to prosecute suspect
ae709344c459bba1c1845806cdfb03fcbab1494ba77b8ab1bbb8578367dfca54,2024-12,North Yorkshire Police,North Yorkshire Police,-1.762647,54.084389,On or near Petrol Station,E01027693,Harrogate 006B,Unable to prosecute suspect
24955054a7dd319f6006b1d53bca4a67bcd4c7c47b553c8c0922deca2551d292,2024-12,North Yorkshire Police,North Yorkshire Police,-1.093561,53.981228,On or near Tatton Close,E01013431,York 006D,Investigation complete; no suspect identified
6ba73bb58ef8e65abc8e1e33464400e8511a627da04997f03551443bb8f77c90,2024-12,North Yorkshire Police,North Yorkshire Police,-1.050337,53.853943,On or near ,E01027903,Selby 003F,Investigation complete; no suspect identified
c2953b1bd415d0d5384e41891e1ef0407644ffde7f7c1bf0fd0ce5214b3aaaa3,2024-12,North Yorkshire Police,North Yorkshire Police,-0.403647,54.281051,On or near ,E01027804,Scarborough 010A,Unable to prosecute suspect
1ad04a7d6f3b281712c13397087b393aa9483ecfcef29a792d2f71a74ee4b6ef,2024-12,North Yorkshire Police,North Yorkshire Police,-1.124478,53.950359,On or near Tudor Road,E01013445,York 016F,Unable to prosecute suspect
464d850c85a1bd20c8ecc00495cf17e4b14fe621660cb9e20d467678110ec049,2024-12,North Yorkshire Police,North Yorkshire Police,-1.438864,54.345084,On or near A167,E01034962,Hambleton 012B,Suspect charged
464d850c85a1bd20c8ecc00495cf17e4b14fe621660cb9e20d467678110ec049,2024-12,North Yorkshire Police,North Yorkshire Police,-1.438864,54.345084,On or near A167,E01034962,Hambleton 012B,Suspect charged
bebc43618eb10cc845b03cc1b7a7258cec144fa83d92fcf6d145476c4aa942d3,2024-12,North Yorkshire Police,North Yorkshire Police,-1.155724,53.978544,On or near Copper Beech Close,E01013426,York 011C,Unable to prosecute suspect
913b6c9a51c5a76770982416a134ad6b15386ff137aef8f951c1311f5ea6fffa,2024-12,North Yorkshire Police,North Yorkshire Police,-0.321082,54.231429,On or near ,E01027807,Scarborough 011A,Unable to prosecute suspect
e30c9879384a6a7327220b568e00cca4ab5fb09f4a93ade36fb2623c97c6bca6,2024-12,North Yorkshire Police,North Yorkshire Police,-1.563149,54.024485,On or near Westfield Grange,E01027665,Harrogate 008C,Investigation complete; no suspect identified
12cf417fdd9411bc138c398f7570daab967cde78cf2578bb8665b7dd48796c39,2024-12,North Yorkshire Police,North Yorkshire Police,-1.073219,53.976417,On or near Mallard Landings,E01013386,York 010E,Unable to prosecute suspect
12cf417fdd9411bc138c398f7570daab967cde78cf2578bb8665b7dd48796c39,2024-12,North Yorkshire Police,North Yorkshire Police,-1.073219,53.976417,On or near Mallard Landings,E01013386,York 010E,Unable to prosecute suspect
25ceecd73413a8ecc03abc0f46985a6527cfa30b50526071dc0c44b86f83932d,2024-12,North Yorkshire Police,North Yorkshire Police,-1.076270,54.016330,On or near Supermarket,E01013370,York 002A,Unable to prosecute suspect
25ceecd73413a8ecc03abc0f46985a6527cfa30b50526071dc0c44b86f83932d,2024-12,North Yorkshire Police,North Yorkshire Police,-1.076270,54.016330,On or near Supermarket,E01013370,York 002A,Unable to prosecute suspect
4f9bbd6ffb62c98ab1ad753bb4746ed7eba7c97ad23a7a079b5f3aabd7c3ef7f,2024-12,North Yorkshire Police,North Yorkshire Police,-0.417464,54.273905,On or near Springhill Road,E01027826,Scarborough 009C,Suspect charged
dd64d64d3d21556ca4ce8cd6b1f137aae3437cba40148c72275a5ace1cd6e09e,2024-12,North Yorkshire Police,North Yorkshire Police,-1.549527,53.991153,On or near Valley Drive,E01027680,Harrogate 015F,Unable to prosecute suspect
fbb9786895b85aeebc02ac3f656f414c48707983741d3ff68861a787dfcd96dc,2024-12,North Yorkshire Police,North Yorkshire Police,-1.068026,53.785261,On or near Micklegate,E01027909,Selby 005E,Unable to prosecute suspect
6c1f1b5bc4518983edb27ce8c3eba6f965f75f80dbffca876289e044e320d791,2024-12,North Yorkshire Police,North Yorkshire Police,-1.523231,54.136724,On or near Queen Street,E01027706,Harrogate 004B,Investigation complete; no suspect identified
8df4b7298e495f03b64784e2c118f400ecae44824dc7595f5e2337b70e515fed,2024-12,North Yorkshire Police,North Yorkshire Police,-1.583110,54.288716,On or near Love Lane,E01027589,Hambleton 006C,Unable to prosecute suspect
8df4b7298e495f03b64784e2c118f400ecae44824dc7595f5e2337b70e515fed,2024-12,North Yorkshire Police,North Yorkshire Police,-1.583110,54.288716,On or near Love Lane,E01027589,Hambleton 006C,Unable to prosecute suspect
b0518f7be76162cae8eec7bfdd6077d5379a3c49f3ebdb61c73b21013b54f699,2024-12,North Yorkshire Police,North Yorkshire Police,-1.058669,53.980007,On or near Ferguson Way,E01013406,York 005B,Further action is not in the public interest
e6cc66e9a5ded17302048b643e3b05aec4c025185c24c251e620a3df1afd2263,2024-12,North Yorkshire Police,North Yorkshire Police,-1.073422,53.976212,On or near Waterside Gardens,E01013386,York 010E,Unable to prosecute suspect
f9c02d29f61d446234837a0613f47b5216b7a513369a5ef62c91efa891353c61,2024-12,North Yorkshire Police,North Yorkshire Police,-1.084285,53.968952,On or near Hospital,E01013343,York 009A,Investigation complete; no suspect identified
44a31eb2f3215fd89f576b0d16fe8af243130c3c8fa917dcb527df384d40139a,2024-12,North Yorkshire Police,North Yorkshire Police,-1.039908,53.951034,On or near Bishopsway,E01013402,York 014B,Unable to prosecute suspect
9a6f17e2507b595b7b87a6f785044c76ef4762446fed56313abb43838f63711f,2024-12,North Yorkshire Police,North Yorkshire Police,-1.040169,54.031228,On or near Harlow Court,E01013440,York 001D,Unable to prosecute suspect
9a6f17e2507b595b7b87a6f785044c76ef4762446fed56313abb43838f63711f,2024-12,North Yorkshire Police,North Yorkshire Police,-1.040169,54.031228,On or near Harlow Court,E01013440,York 001D,Unable to prosecute suspect
991de7e55b11f965809eafeffa41df626c96f0d10598c12c0fe70c5d2fcde15b,2024-12,North Yorkshire Police,North Yorkshire Police,-1.531286,54.003307,On or near Woodfield Avenue,E01027740,Harrogate 013F,Unable to prosecute suspect
a7964cf8ba3dc29c878c1b88694d9fe1fcdf35e967575225ffbe9fca560a7292,2024-12,North Yorkshire Police,North Yorkshire Police,-0.606864,54.471523,On or near Muncaster Way,E01027866,Scarborough 003D,Suspect charged
a7964cf8ba3dc29c878c1b88694d9fe1fcdf35e967575225ffbe9fca560a7292,2024-12,North Yorkshire Police,North Yorkshire Police,-0.606864,54.471523,On or near Muncaster Way,E01027866,Scarborough 003D,Suspect charged
98e1c045f988366c6d311b719e53fdf56f2ed2866bde14b7e63f85168c6ad087,2024-12,North Yorkshire Police,North Yorkshire Police,-0.387462,54.247360,On or near Claygate Way,E01027818,Scarborough 011D,Unable to prosecute suspect
fc918d73f00e12448660548b12d11521dfb19b495af45b66e15fb876823cfb6f,2024-12,North Yorkshire Police,North Yorkshire Police,-1.558128,54.002734,On or near Parking Area,E01027723,Harrogate 011E,Unable to prosecute suspect
58428f71dc34457ddebe3bdf5ad1d93af97a34a04af665a9bff06d5178186309,2024-12,North Yorkshire Police,North Yorkshire Police,-0.936963,54.267874,On or near Westfield Mews,E01027783,Ryedale 001C,Unable to prosecute suspect
cc8b380632202ebfcf8598949c2fa998146465317ac3432a627ff4cab674d489,2024-12,North Yorkshire Police,North Yorkshire Police,-1.536603,54.137180,On or near Aislabie Close,E01027713,Harrogate 002B,Unable to prosecute suspect
a00ae984878e8c027cdcdb1ae1cc49471ecac89de86fea0168d8871c6bfa9f99,2024-12,North Yorkshire Police,North Yorkshire Police,-1.137816,53.952325,On or near Walton Place,E01013442,York 018A,Unable to prosecute suspect
a00ae984878e8c027cdcdb1ae1cc49471ecac89de86fea0168d8871c6bfa9f99,2024-12,North Yorkshire Police,North Yorkshire Police,-1.137816,53.952325,On or near Walton Place,E01013442,York 018A,Unable to prosecute suspect
