type,date,latitude,longitude,gender,age_range,self_defined_ethnicity,officer_defined_ethnicity,legislation,object_of_search,outcome,outcome_linked_to_object_of_search,source_month,year,month,time,has_location
Person and Vehicle search,2025-01-25 08:19:00+00:00,54.008526,-1.376354,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,8,True
Person and Vehicle search,2025-01-25 20:54:00+00:00,54.402222,-1.735047,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,Yes,2025-01,2025,1,20,True
Person and Vehicle search,2025-01-25 20:54:00+00:00,54.402222,-1.735047,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,Yes,2025-01,2025,1,20,True
Person and Vehicle search,2025-01-25 20:54:00+00:00,54.402222,-1.735047,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,20,True
Person and Vehicle search,2025-01-25 20:54:00+00:00,54.402222,-1.735047,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,20,True
Person search,2025-01-25 22:29:00+00:00,,,Female,10-17,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-01,2025,1,22,False
Person and Vehicle search,2025-01-25 23:30:00+00:00,54.286728,-0.416542,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,23,True
Person and Vehicle search,2025-01-25 23:30:00+00:00,54.286728,-0.416542,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,23,True
Person and Vehicle search,2025-01-25 23:30:00+00:00,54.286728,-0.416542,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,23,True
Person search,2025-01-26 07:40:00+00:00,54.002945,-1.533029,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,7,True
Person search,2025-01-27 02:53:00+00:00,53.974162,-1.084994,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,Yes,2025-01,2025,1,2,True
Person and Vehicle search,2025-01-27 04:15:00+00:00,54.049081,-1.592842,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,4,True
Person and Vehicle search,2025-01-27 04:15:00+00:00,54.049081,-1.592842,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,Yes,2025-01,2025,1,4,True
Person and Vehicle search,2025-01-27 04:15:00+00:00,54.049081,-1.592842,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,4,True
Person search,2025-01-27 13:35:00+00:00,53.947979,-1.133456,Male,over 34,Not Specified,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,13,True
Person and Vehicle search,2025-01-28 14:52:00+00:00,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Offensive weapons,Not Specified,No,2025-01,2025,1,14,False
Person and Vehicle search,2025-01-28 14:52:00+00:00,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Not Specified,Article for use in theft,Not Specified,No,2025-01,2025,1,14,False
Person search,2025-01-29 20:34:00+00:00,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,20,False
Person search,2025-01-29 20:50:00+00:00,54.269036,-0.417681,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,20,True
Person search,2025-01-29 22:31:00+00:00,53.989425,-1.046768,Female,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-01,2025,1,22,True
Person search,2025-01-30 02:21:00+00:00,53.989425,-1.046768,Female,18-24,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-01,2025,1,2,True
Person search,2025-01-30 02:29:00+00:00,53.989425,-1.046768,Female,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-01,2025,1,2,True
Person search,2025-01-30 05:25:00+00:00,53.941936,-1.128066,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,5,True
Person search,2025-01-30 11:26:00+00:00,53.986275,-1.059046,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-01,2025,1,11,True
Person search,2025-01-30 11:26:00+00:00,53.986275,-1.059046,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-01,2025,1,11,True
Person search,2025-01-30 21:59:00+00:00,53.954621,-1.093194,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,21,True
Person search,2025-01-31 13:38:00+00:00,53.95405,-1.059787,Female,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,13,True
Person search,2025-01-31 13:38:00+00:00,53.95405,-1.059787,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-01,2025,1,13,True
Person search,2025-08-02 11:17:00+00:00,54.287195,-0.418552,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,11,True
Person search,2025-08-02 17:14:00+00:00,54.261864,-0.417065,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,17,True
Person and Vehicle search,2025-08-02 20:27:00+00:00,54.203053,-0.302792,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,20,True
Person search,2025-08-03 00:16:00+00:00,53.993848,-1.537158,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-08,2025,8,0,True
Person search,2025-08-03 13:11:00+00:00,53.954925,-1.080036,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-08,2025,8,13,True
Person search,2025-08-03 22:46:00+00:00,53.786691,-1.072791,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-08,2025,8,22,True
Person search,2025-08-04 05:11:00+00:00,53.993547,-1.513397,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-08,2025,8,5,True
Person and Vehicle search,2025-08-04 23:14:00+00:00,,,Male,18-24,Not Specified,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-08,2025,8,23,False
Person search,2025-08-04 23:34:00+00:00,54.249797,-1.348825,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-08,2025,8,23,True
Person and Vehicle search,2025-08-04 23:43:00+00:00,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-08,2025,8,23,False
Person search,2025-08-06 02:49:00+00:00,54.465015,-1.659756,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,2,True
Person search,2025-08-07 15:11:00+00:00,54.31056,-1.828515,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,15,True
Person search,2025-08-08 05:15:00+00:00,54.280888,-0.402404,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,5,True
Person search,2025-08-08 05:15:00+00:00,54.280888,-0.402404,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,5,True
Person search,2025-08-08 05:15:00+00:00,54.280888,-0.402404,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,5,True
Person search,2025-08-12 09:36:00+00:00,53.957905,-1.052827,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,9,True
Person and Vehicle search,2025-08-13 06:27:00+00:00,53.914188,-1.182752,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,6,True
Person search,2025-08-13 20:25:00+00:00,53.962669,-1.080749,Male,over 34,Other ethnic group - Not stated,White,Not Specified,Offensive weapons,Not Specified,No,2025-08,2025,8,20,True
Person search,2025-08-13 22:19:00+00:00,53.742048,-1.239761,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,Yes,2025-08,2025,8,22,True
Person search,2025-08-16 00:21:00+00:00,53.968952,-1.084285,Male,25-34,Not Specified,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-08,2025,8,0,True
Person search,2025-08-16 15:18:00+00:00,53.928743,-1.11772,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,Yes,2025-08,2025,8,15,True
Person search,2025-08-17 00:04:00+00:00,54.484251,-0.625032,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,0,True
Person search,2025-08-17 04:18:00+00:00,54.338931,-1.431765,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,4,True
Person search,2025-08-19 23:36:00+00:00,54.285428,-0.400431,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,23,True
Person search,2025-08-20 11:43:00+00:00,53.958196,-2.039969,Male,over 34,Not Specified,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-08,2025,8,11,True
Person search,2025-08-20 12:58:00+00:00,53.958435,-2.016728,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,12,True
Person and Vehicle search,2025-08-20 13:33:00+00:00,54.262832,-0.415462,Male,over 34,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2025-08,2025,8,13,True
Person search,2025-08-20 17:25:00+00:00,53.956944,-1.081896,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,17,True
Person search,2025-08-20 17:39:00+00:00,53.956944,-1.081896,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,17,True
Person search,2025-08-20 17:42:00+00:00,53.956944,-1.081896,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,17,True
Person and Vehicle search,2025-08-21 04:59:00+00:00,54.286581,-0.399926,Male,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Arrest,Not Specified,2025-08,2025,8,4,True
Person search,2025-08-22 14:02:00+00:00,53.852759,-1.349605,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,14,True
Person search,2025-08-22 17:01:00+00:00,54.474513,-1.765273,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-08,2025,8,17,True
Person and Vehicle search,2025-08-22 18:37:00+00:00,54.371013,-1.744976,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,Yes,2025-08,2025,8,18,True
Person and Vehicle search,2025-08-22 19:16:00+00:00,54.276934,-0.416073,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-08,2025,8,19,True
Person and Vehicle search,2025-08-23 16:27:00+00:00,54.374667,-1.724,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-08,2025,8,16,True
Person and Vehicle search,2025-08-24 01:28:00+00:00,54.278741,-0.403194,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,1,True
Person and Vehicle search,2025-08-24 01:28:00+00:00,54.278741,-0.403194,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,1,True
Person search,2025-08-24 07:54:00+00:00,53.976901,-1.533671,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-08,2025,8,7,True
Person search,2025-08-24 09:49:00+00:00,53.960122,-1.084517,Male,25-34,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-08,2025,8,9,True
Person search,2025-08-24 17:13:00+00:00,54.250792,-0.478308,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,17,True
Person search,2025-08-24 21:02:00+00:00,53.784722,-1.069252,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,21,True
Person search,2025-08-24 23:26:00+00:00,,,Male,25-34,Other ethnic group - Not stated,White,Not Specified,Controlled drugs,Arrest,Yes,2025-08,2025,8,23,False
Person search,2025-08-25 00:10:00+00:00,54.280857,-0.404802,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-08,2025,8,0,True
Person search,2025-08-25 03:46:00+00:00,54.231193,-1.350483,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Not Specified,No,2025-08,2025,8,3,True
Person search,2025-08-27 07:09:00+00:00,54.262832,-0.415462,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,7,True
Person search,2025-08-28 07:33:00+00:00,54.420517,-0.589791,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Not Specified,Not Specified,No,2025-08,2025,8,7,True
Person search,2025-08-28 07:47:00+00:00,54.420517,-0.589791,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,7,True
Person search,2025-08-28 18:12:00+00:00,54.272069,-0.400273,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,18,True
Person search,2025-08-28 21:20:00+00:00,54.272069,-0.400273,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Not Specified,No,2025-08,2025,8,21,True
Person search,2025-08-29 17:36:00+00:00,54.277667,-0.409609,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Not Specified,No,2025-08,2025,8,17,True
