Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
ec6915b203e4b33082ede9d167cd61d9cdf1f20a525ef652c93a5d17e3f0e6fe,2024-08,North Yorkshire Police,North Yorkshire Police,-1.104071,53.991923,On or near ,E01013429,York 006B,Unable to prosecute suspect
ec6915b203e4b33082ede9d167cd61d9cdf1f20a525ef652c93a5d17e3f0e6fe,2024-08,North Yorkshire Police,North Yorkshire Police,-1.104071,53.991923,On or near ,E01013429,York 006B,Unable to prosecute suspect
954b4e0bfa1d065c540374375068c4365dbfa19893df42ef7f28fd872d0dd9f9,2024-08,North Yorkshire Police,North Yorkshire Police,-1.067737,53.782536,On or near Back Park Street,E01027909,Selby 005E,Investigation complete; no suspect identified
c967a0edc4435d572cc53957e54d877986fa13392851c66f7fdc01b7e79c6b0f,2024-08,North Yorkshire Police,North Yorkshire Police,-1.104071,53.991923,On or near ,E01013429,York 006B,Unable to prosecute suspect
c967a0edc4435d572cc53957e54d877986fa13392851c66f7fdc01b7e79c6b0f,2024-08,North Yorkshire Police,North Yorkshire Police,-1.104071,53.991923,On or near ,E01013429,York 006B,Unable to prosecute suspect
630715b1d60ac35d0b67e36bcd912cbff823c5e7d0c096923a020e7cd2a18e2c,2024-08,North Yorkshire Police,North Yorkshire Police,-0.419169,54.282314,On or near Manor Road,E01027811,Scarborough 008B,Suspect charged
630715b1d60ac35d0b67e36bcd912cbff823c5e7d0c096923a020e7cd2a18e2c,2024-08,North Yorkshire Police,North Yorkshire Police,-0.419169,54.282314,On or near Manor Road,E01027811,Scarborough 008B,Suspect charged
630715b1d60ac35d0b67e36bcd912cbff823c5e7d0c096923a020e7cd2a18e2c,2024-08,North Yorkshire Police,North Yorkshire Police,-0.419169,54.282314,On or near Manor Road,E01027811,Scarborough 008B,Suspect charged
630715b1d60ac35d0b67e36bcd912cbff823c5e7d0c096923a020e7cd2a18e2c,2024-08,North Yorkshire Police,North Yorkshire Police,-0.419169,54.282314,On or near Manor Road,E01027811,Scarborough 008B,Suspect charged
82173692489fe7e6b1c6b41c1fb82e72ec6ce8c3f27633defd91b3b755a6903d,2024-08,North Yorkshire Police,North Yorkshire Police,-1.125394,53.955363,On or near Cross Street,E01013441,York 016E,Investigation complete; no suspect identified
32804cafb6808b947014f9d5c0fb1dd0048b81b2207d5a987f5eab18f452eb59,2024-08,North Yorkshire Police,North Yorkshire Police,-1.132381,53.943271,On or near Supermarket,E01013446,York 018D,Investigation complete; no suspect identified
14bc3e529eaecc25d366fe8e6916c6b992506b38bc217dba046b027c0b0a127d,2024-08,North Yorkshire Police,North Yorkshire Police,-1.058391,53.772908,On or near Blackthorn Close,E01034983,Selby 005K,Investigation complete; no suspect identified
67f76b82fbe1e1ca06b914539441595622f4aac84a33b853c51da54cad314cf0,2024-08,North Yorkshire Police,North Yorkshire Police,-2.514037,54.120049,On or near Barghs Meadow,E01027559,Craven 001B,Investigation complete; no suspect identified
0515e24020600781e43debcafbd26ca4a31a5378f072d02ada7faf3fef617c13,2024-08,North Yorkshire Police,North Yorkshire Police,-1.080632,53.959658,On or near Newgate,E01033070,York 013I,Investigation complete; no suspect identified
53cde065e11869953ad1240359927f8a70d6befa6b83acfd8f65c7bcbdbef5f8,2024-08,North Yorkshire Police,North Yorkshire Police,-1.983803,54.294441,On or near Parking Area,E01027744,Richmondshire 006A,Investigation complete; no suspect identified
4ac654e525ee13fd8446061dea6a46162a92b7c990aace665c7cbc7b64c96fc6,2024-08,North Yorkshire Police,North Yorkshire Police,-1.559910,54.003056,On or near Jenny Field Drive,E01027723,Harrogate 011E,Investigation complete; no suspect identified
3c7c5b0506e658b7c5aa96231a5bc30ea1ea5dbafce8ab3a20405a1c55601f9c,2024-08,North Yorkshire Police,North Yorkshire Police,-1.089094,53.951848,On or near Gray Street,E01013416,York 013E,Investigation complete; no suspect identified
af7ef79d42c305387f0f319639f5c6ac1ba876fa354772c27914bed843e93ccd,2024-08,North Yorkshire Police,North Yorkshire Police,-1.536892,54.005414,On or near Petrol Station,E01027739,Harrogate 010F,Unable to prosecute suspect
