Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2024-08-18T06:18:00+00:00,,,53.783826,-1.062609,Male,over 34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-08-20T01:20:00+00:00,,,53.960122,-1.084517,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2024-08-20T04:26:00+00:00,,,53.992904,-1.541973,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2024-08-20T07:15:00+00:00,,,53.953159,-1.086536,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-08-20T07:26:00+00:00,,,53.953159,-1.086536,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-08-20T07:31:00+00:00,,,53.992095,-1.066618,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2024-08-21T12:51:00+00:00,,,53.740567,-1.040237,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,,,False,
Person search,2024-08-21T12:51:00+00:00,,,53.740567,-1.040237,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,,,,False,
Person search,2024-08-21T12:51:00+00:00,,,53.740567,-1.040237,Male,over 34,White - Any other White background,,,,,False,
Person search,2024-08-21T14:10:00+00:00,,,53.720588,-1.252476,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,,,,False,
Person search,2024-08-21T14:32:00+00:00,,,53.746237,-1.035423,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,,,Community resolution,True,
Person search,2024-08-21T14:48:00+00:00,,,53.732486,-0.996249,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,,,False,
Person search,2024-08-21T15:02:00+00:00,,,54.007827,-1.545013,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2024-08-21T20:14:00+00:00,,,53.960783,-1.068580,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2024-08-21T20:27:00+00:00,,,53.960783,-1.068580,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,
Person search,2024-08-21T20:28:00+00:00,,,54.262832,-0.415462,Female,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person and Vehicle search,2024-08-21T20:35:00+00:00,,,53.960783,-1.068580,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-08-21T20:49:00+00:00,,,54.285430,-0.401906,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2024-08-21T21:38:00+00:00,,,53.974701,-1.075575,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2024-08-21T22:31:00+00:00,,,53.960783,-1.068580,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2024-08-22T08:31:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2024-08-22T08:31:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2024-08-22T11:15:00+00:00,,,53.766445,-1.066440,Male,25-34,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-08-22T12:04:00+00:00,,,53.756102,-1.031618,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-08-23T12:06:00+00:00,,,53.974363,-1.071435,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2024-08-23T17:43:00+00:00,,,54.278568,-0.408469,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2024-08-24T20:01:00+00:00,,,54.225046,-1.326089,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,False,
Person and Vehicle search,2024-08-24T20:01:00+00:00,,,54.225046,-1.326089,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-08-24T21:22:00+00:00,,,53.959658,-1.080632,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-08-25T11:13:00+00:00,,,53.991906,-1.109223,Female,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2024-08-25T16:16:00+00:00,,,53.953839,-1.139720,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2024-08-26T06:35:00+00:00,,,53.953142,-2.012840,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Firearms,,False,
Person and Vehicle search,2024-08-26T12:01:00+00:00,,,53.753454,-1.086990,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2024-08-26T12:01:00+00:00,,,53.753454,-1.086990,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2024-08-26T12:01:00+00:00,,,53.753454,-1.086990,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-08-26T15:25:00+00:00,,,53.993438,-1.538032,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,
Person and Vehicle search,2024-08-27T11:47:00+00:00,,,53.949789,-1.019701,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2024-08-28T09:53:00+00:00,,,53.852759,-1.349605,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,Arrest,True,
Person search,2024-08-28T20:43:00+00:00,,,53.958162,-1.118507,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,
Person search,2024-08-28T21:29:00+00:00,,,53.786691,-1.072791,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2024-08-29T01:40:00+00:00,,,,,Male,over 34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,
Person and Vehicle search,2024-08-29T16:37:00+00:00,,,53.949353,-1.383758,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Firearms,,False,
Person search,2024-08-29T22:43:00+00:00,,,53.992638,-1.004342,Male,,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-08-29T22:46:00+00:00,,,54.289852,-0.406021,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-08-31T01:18:00+00:00,,,53.774532,-1.056838,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2024-08-31T01:32:00+00:00,,,53.772767,-1.064555,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
