Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2024-09-25T00:04:00+00:00,,,53.963110,-1.102109,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2024-09-25T10:17:00+00:00,,,53.959053,-1.079183,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-09-25T14:55:00+00:00,,,54.271981,-0.403808,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2024-09-26T04:13:00+00:00,,,53.941936,-1.128066,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,
Person search,2024-09-27T07:24:00+00:00,,,53.951793,-1.086550,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-09-27T08:05:00+00:00,,,53.976082,-1.083366,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-09-27T22:55:00+00:00,,,54.359420,-1.709547,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person and Vehicle search,2024-09-27T23:25:00+00:00,,,54.359420,-1.709547,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person and Vehicle search,2024-09-27T23:25:00+00:00,,,54.359420,-1.709547,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,,False,
Person and Vehicle search,2024-09-28T09:42:00+00:00,,,53.991214,-1.507751,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2024-09-28T09:42:00+00:00,,,53.991214,-1.507751,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2024-09-28T11:43:00+00:00,,,53.985096,-1.491154,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2024-09-28T21:32:00+00:00,,,53.784246,-1.069263,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2024-09-29T01:15:00+00:00,,,54.283863,-0.403026,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2024-09-29T01:15:00+00:00,,,54.283863,-0.403026,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-09-29T01:32:00+00:00,,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-09-29T01:32:00+00:00,,,54.289852,-0.406021,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-09-29T15:33:00+00:00,,,53.955788,-1.124486,Female,25-34,White - Irish,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2024-09-30T00:59:00+00:00,,,53.956563,-1.083870,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-09-30T10:18:00+00:00,,,53.959798,-1.077871,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,
