Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2024-07-26T12:58:00+00:00,,,53.966683,-1.082505,Female,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-07-27T14:22:00+00:00,,,54.290679,-0.410107,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-07-27T14:22:00+00:00,,,54.290679,-0.410107,Male,18-24,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-07-27T23:27:00+00:00,,,54.283161,-0.397566,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2024-07-27T23:40:00+00:00,,,54.283161,-0.397566,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2024-07-28T01:01:00+00:00,,,53.738784,-1.313175,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-07-28T06:02:00+00:00,,,53.774684,-1.063647,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2024-07-28T15:26:00+00:00,,,54.290679,-0.410107,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2024-07-28T21:46:00+00:00,,,54.036418,-2.032715,Male,over 34,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
Person and Vehicle search,2024-07-28T21:46:00+00:00,,,54.036418,-2.032715,Male,25-34,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
Person and Vehicle search,2024-07-28T21:46:00+00:00,,,54.036418,-2.032715,Male,25-34,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
Person and Vehicle search,2024-07-28T21:46:00+00:00,,,54.036418,-2.032715,Male,25-34,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
Person and Vehicle search,2024-07-29T00:49:00+00:00,,,54.286059,-0.432038,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person and Vehicle search,2024-07-29T03:49:00+00:00,,,53.962781,-1.078902,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-07-30T00:37:00+00:00,,,53.977258,-1.069160,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-07-30T03:13:00+00:00,,,,,Male,25-34,,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person search,2024-07-30T03:56:00+00:00,,,53.964026,-1.104513,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2024-07-30T18:40:00+00:00,,,54.280010,-0.403990,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2024-07-31T13:42:00+00:00,,,54.002973,-1.521724,Male,10-17,Other ethnic group - Not stated,White,,Offensive weapons,A no further action disposal,True,
